seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_9438	5398	No terminal repeats	9	11	0.9222	NA	0	1.6170	NA	NA
contig_9637	4031	No terminal repeats	5	11	0.9221	NA	0	0.6562	NA	NA
contig_16913	43441	No terminal repeats	59	11	0.9220	NA	0	3.5853	NA	NA
contig_13762	10470	No terminal repeats	12	11	0.9217	NA	0	0.5678	NA	NA
contig_10180	2949	No terminal repeats	5	11	0.9216	NA	0	1.1132	NA	NA
contig_2488	5749	No terminal repeats	9	11	0.9216	NA	1	1.3850	B_traN	NA
contig_24178	12039	No terminal repeats	17	11	0.9214	NA	0	0.3830	NA	NA
contig_22837	3336	No terminal repeats	6	11	0.9213	NA	0	0.0000	NA	NA
contig_11382	6472	No terminal repeats	4	11	0.9211	NA	0	0.9353	NA	NA
contig_25097	4876	No terminal repeats	9	11	0.9209	NA	0	1.7183	NA	NA
contig_5225	6443	No terminal repeats	7	11	0.9207	NA	0	0.3582	NA	NA
contig_14858	10721	No terminal repeats	14	11	0.9207	NA	0	1.2277	NA	NA
contig_17986	4935	No terminal repeats	5	11	0.9206	NA	0	0.6404	NA	NA
contig_7865	2733	No terminal repeats	3	11	0.9200	NA	0	0.0000	NA	NA
contig_4707	3781	No terminal repeats	3	11	0.9197	NA	0	0.9699	NA	NA
contig_22693	6195	No terminal repeats	8	11	0.9196	NA	0	1.3111	NA	NA
contig_18197	2655	No terminal repeats	3	11	0.9195	NA	0	1.7061	NA	NA
contig_19536	30005	No terminal repeats	37	11	0.9195	NA	0	1.5385	NA	NA
contig_18997	6485	No terminal repeats	7	11	0.9192	NA	0	1.1986	NA	NA
contig_10555	4507	No terminal repeats	4	11	0.9190	NA	0	1.7183	NA	NA
contig_13487	13116	No terminal repeats	16	11	0.9190	NA	0	3.5524	NA	NA
contig_12435	12464	No terminal repeats	21	11	0.9188	NA	0	2.6691	NA	NA
contig_4531	2543	No terminal repeats	3	11	0.9187	NA	0	0.3964	NA	NA
contig_3943	24465	No terminal repeats	22	11	0.9187	NA	0	8.7632	NA	NA
contig_18554	2617	No terminal repeats	4	11	0.9185	NA	0	0.7476	NA	NA
contig_5270	14221	No terminal repeats	11	11	0.9185	NA	0	1.4636	NA	NA
contig_2387	4848	No terminal repeats	11	11	0.9182	NA	0	0.0000	NA	NA
contig_11831	9571	No terminal repeats	13	11	0.9182	NA	0	1.1227	FATA_prgIc	NA
contig_25991	29026	No terminal repeats	43	11	0.9179	NA	0	1.9881	NA	NA
contig_12509	5386	No terminal repeats	12	11	0.9176	NA	1	2.1759	T_virB10;T_virB3	NA
contig_671	4856	No terminal repeats	6	11	0.9176	NA	0	1.2173	NA	NA
contig_5932	2953	No terminal repeats	4	11	0.9175	NA	0	1.6884	NA	NA
contig_5948	5108	No terminal repeats	7	11	0.9165	NA	0	0.0000	NA	NA
contig_8527	8588	No terminal repeats	14	11	0.9165	NA	1	2.5150	NA	NF033068
contig_17556	6987	No terminal repeats	12	11	0.9165	NA	0	0.5755	NA	NA
contig_5537	14112	No terminal repeats	16	11	0.9164	NA	0	0.5304	NA	NA
contig_12428	2748	No terminal repeats	6	11	0.9163	NA	0	1.7012	NA	NA
contig_22896	9027	No terminal repeats	18	4	0.9158	NA	0	1.0527	NA	NA
contig_12236	6586	No terminal repeats	11	11	0.9157	NA	0	2.2999	NA	NA
contig_3513	3318	No terminal repeats	3	11	0.9156	NA	0	0.6562	NA	NA
contig_2453	27404	No terminal repeats	37	11	0.9156	NA	0	0.9749	NA	NA
contig_15142	3779	No terminal repeats	8	11	0.9155	NA	0	0.7145	NA	NA
contig_8785	11068	No terminal repeats	9	11	0.9155	NA	0	1.1986	NA	NA
contig_1007	3242	No terminal repeats	5	4	0.9152	NA	0	1.4937	NA	NA
contig_10733	3095	No terminal repeats	3	11	0.9149	NA	0	0.9349	NA	NA
contig_15049	3170	No terminal repeats	7	11	0.9140	NA	0	0.0000	NA	NA
contig_10821	3403	No terminal repeats	3	11	0.9138	NA	0	0.6562	NA	NA
contig_3422	3084	No terminal repeats	4	11	0.9138	NA	0	1.8549	NA	NA
contig_18662	3812	No terminal repeats	7	11	0.9138	NA	0	2.2196	NA	NA
contig_8133	27791	No terminal repeats	39	11	0.9138	NA	0	1.9770	NA	NA
contig_3149	4354	No terminal repeats	6	11	0.9137	NA	0	2.3545	NA	NA
contig_13814	3006	No terminal repeats	4	11	0.9135	NA	0	1.4162	NA	NA
contig_22713	11413	No terminal repeats	15	11	0.9135	NA	0	4.2618	MOBT;MOBT;MOBT	NA
contig_2229	3585	No terminal repeats	5	11	0.9133	NA	0	0.0000	NA	NA
contig_10285	5562	No terminal repeats	8	11	0.9131	NA	0	0.1191	NA	NA
contig_23734	10913	No terminal repeats	15	11	0.9131	NA	0	1.3302	NA	NA
contig_8793	5489	No terminal repeats	7	11	0.9131	NA	0	0.4809	NA	NA
contig_18101	6053	No terminal repeats	15	4	0.9128	NA	0	1.5362	NA	NA
contig_11652	21824	No terminal repeats	24	11	0.9125	NA	0	0.4163	NA	NA
contig_21203	4124	No terminal repeats	7	11	0.9124	NA	0	0.4245	NA	NA
contig_18139	3935	No terminal repeats	10	11	0.9123	NA	0	0.4126	NA	NA
contig_17779	5356	No terminal repeats	8	11	0.9123	NA	0	0.2564	NA	NA
contig_6398	4810	No terminal repeats	7	11	0.9121	NA	0	0.9100	NA	NA
contig_14311	21053	No terminal repeats	10	11	0.9119	NA	0	4.1099	NA	NA
contig_23621	6112	No terminal repeats	8	11	0.9119	NA	0	0.4833	NA	NA
contig_15159	5400	No terminal repeats	14	11	0.9117	NA	0	0.6562	NA	NA
contig_24049	6131	No terminal repeats	10	11	0.9111	NA	3	3.1179	T_virB8;T_virB9;T_virB10	NA
contig_13188	3776	No terminal repeats	4	11	0.9110	NA	0	1.2653	NA	NA
contig_1967	27685	No terminal repeats	33	11	0.9109	NA	0	1.2898	NA	NA
contig_5133	3544	No terminal repeats	3	11	0.9107	NA	0	0.6562	NA	NA
contig_18951	2404	No terminal repeats	8	11	0.9106	NA	1	1.3266	NA	NA
contig_3016	3108	No terminal repeats	6	11	0.9106	NA	0	1.3900	NA	NA
contig_15741	6091	No terminal repeats	11	11	0.9106	NA	1	1.5349	NA	NA
contig_11288	4734	No terminal repeats	6	11	0.9105	NA	0	1.2267	NA	NA
contig_18634	10972	No terminal repeats	16	11	0.9104	NA	0	1.1799	NA	NA
contig_22946	3884	No terminal repeats	5	11	0.9103	NA	0	0.4574	NA	NA
contig_5623	3312	No terminal repeats	2	11	0.9098	NA	0	1.5873	NA	NA
contig_17732	14849	No terminal repeats	16	11	0.9095	NA	0	1.0989	NA	NA
contig_4272	14725	No terminal repeats	22	11	0.9093	NA	0	0.5219	NA	NA
contig_19470	7599	No terminal repeats	11	11	0.9093	NA	0	1.9433	NA	NA
contig_3830	15240	No terminal repeats	15	11	0.9093	NA	0	1.6450	NA	NA
contig_11727	3480	No terminal repeats	6	11	0.9092	NA	0	0.4950	NA	NA
contig_4145	2736	No terminal repeats	4	11	0.9081	NA	0	2.4420	NA	NA
contig_15133	6439	No terminal repeats	6	11	0.9080	NA	0	0.7652	NA	NA
contig_2952	3673	No terminal repeats	5	11	0.9077	NA	0	0.3964	NA	NA
contig_3914	13658	No terminal repeats	17	11	0.9075	NA	0	2.1927	NA	NA
contig_4136	8093	No terminal repeats	6	11	0.9073	NA	0	0.0000	NA	NA
contig_25826	5585	No terminal repeats	6	11	0.9070	NA	0	0.0000	NA	NA
contig_22108	4937	No terminal repeats	7	11	0.9068	NA	0	0.6404	NA	NA
contig_3809	9123	No terminal repeats	15	11	0.9067	NA	0	4.0711	NA	NA
contig_26126	15669	No terminal repeats	26	11	0.9065	NA	0	1.1294	NA	NA
contig_10971	5744	No terminal repeats	7	11	0.9065	NA	0	0.0000	NA	NA
contig_16072	3492	No terminal repeats	3	11	0.9064	NA	0	0.6847	NA	NA
contig_10083	6966	No terminal repeats	13	11	0.9062	NA	0	2.2409	NA	NA
contig_13827	8080	No terminal repeats	8	11	0.9062	NA	0	1.0658	NA	NA
contig_16451	11500	No terminal repeats	11	11	0.9060	NA	0	1.3531	NA	NA
contig_11169	6307	No terminal repeats	6	11	0.9059	NA	0	0.0000	NA	NA
contig_23760	10691	No terminal repeats	12	11	0.9057	NA	0	2.6715	NA	NA
contig_24617	5174	No terminal repeats	4	11	0.9055	NA	0	0.9851	NA	NA
contig_14121	4582	No terminal repeats	5	11	0.9051	NA	1	1.1635	NA	NA
contig_10374	9952	No terminal repeats	15	11	0.9051	NA	0	0.3766	NA	NA
contig_759	2901	No terminal repeats	6	11	0.9048	NA	0	1.2173	NA	NA
contig_21220	6797	No terminal repeats	6	11	0.9048	NA	0	0.0000	NA	NA
contig_17828	2575	No terminal repeats	3	11	0.9047	NA	0	0.8690	NA	NA
contig_19397	3201	No terminal repeats	3	11	0.9047	NA	1	1.3112	MOBP1	NA
contig_3510	3869	No terminal repeats	3	11	0.9047	NA	0	0.6562	NA	NA
contig_9935	10552	No terminal repeats	11	11	0.9043	NA	0	2.6079	NA	NA
contig_12402	7210	No terminal repeats	11	11	0.9042	NA	0	0.6960	NA	NA
contig_6716	20683	No terminal repeats	38	11	0.9042	NA	0	0.8232	NA	NA
contig_20609	2821	No terminal repeats	9	11	0.9040	NA	0	0.6589	NA	NA
contig_4803	17370	No terminal repeats	19	11	0.9039	NA	0	1.2152	NA	NA
contig_1563	5343	No terminal repeats	4	11	0.9036	NA	0	0.5953	NA	NA
contig_10018	15750	No terminal repeats	24	11	0.9036	NA	0	1.6567	NA	NA
contig_10108	2826	No terminal repeats	6	11	0.9033	NA	0	0.9208	NA	NA
contig_13295	7184	No terminal repeats	6	11	0.9032	NA	0	0.0000	NA	NA
contig_24943	4821	No terminal repeats	7	11	0.9028	NA	0	0.0000	NA	NA
contig_25921	12565	No terminal repeats	23	11	0.9027	NA	0	0.8684	NA	NA
contig_10552	4540	No terminal repeats	9	11	0.9027	NA	0	1.5785	NA	NA
contig_16549	8793	No terminal repeats	16	11	0.9025	NA	0	0.0000	NA	NA
contig_3856	7038	No terminal repeats	14	11	0.9021	NA	0	0.3318	NA	NA
contig_23672	5563	No terminal repeats	8	11	0.9018	NA	0	0.4026	NA	NA
contig_17311	20204	No terminal repeats	42	11	0.9018	NA	0	2.9831	NA	NA
contig_6318	3292	No terminal repeats	4	11	0.9016	NA	0	0.9370	NA	NA
contig_23955	3526	No terminal repeats	4	11	0.9013	NA	0	0.9967	NA	NA
contig_7191	7774	No terminal repeats	12	11	0.9013	NA	0	0.9819	NA	NA
contig_2855	4986	No terminal repeats	10	11	0.9011	NA	0	0.0000	NA	NA
contig_23993	3476	No terminal repeats	6	11	0.9011	NA	0	1.0846	NA	NA
contig_22841	15513	No terminal repeats	20	11	0.9010	NA	0	1.2518	NA	NA
contig_1652	10314	No terminal repeats	15	11	0.9006	NA	0	3.7839	NA	NA
contig_13474	2710	No terminal repeats	4	4	0.9006	NA	0	0.0000	NA	NA
contig_7164	3645	No terminal repeats	7	11	0.8999	NA	0	1.0583	NA	NA
contig_21539	6455	No terminal repeats	6	11	0.8995	NA	0	0.0000	NA	NA
contig_3829	14671	No terminal repeats	19	11	0.8994	NA	0	3.3633	NA	NA
contig_13943	8533	No terminal repeats	13	11	0.8992	NA	1	1.3997	NA	NA
contig_26165	15278	No terminal repeats	27	11	0.8991	NA	0	0.0000	NA	NA
contig_22527	8025	No terminal repeats	12	11	0.8988	NA	0	0.0000	NA	NA
contig_2021	3386	No terminal repeats	10	11	0.8988	NA	0	1.7183	NA	NA
contig_8367	9657	No terminal repeats	12	11	0.8987	NA	0	0.0000	NA	NA
contig_4704	4848	No terminal repeats	9	11	0.8987	NA	0	0.3186	NA	NA
contig_10493	9583	No terminal repeats	15	11	0.8986	NA	0	2.1940	NA	NA
contig_12636	7125	No terminal repeats	11	11	0.8984	NA	0	2.0993	NA	NA
contig_14456	5052	No terminal repeats	5	11	0.8984	NA	0	0.8047	NA	NA
contig_23267	3581	No terminal repeats	4	11	0.8978	NA	0	0.0000	NA	NA
contig_23772	5470	No terminal repeats	11	11	0.8975	NA	0	0.2946	NA	NA
contig_5349	9259	No terminal repeats	12	11	0.8973	NA	0	1.0049	NA	NA
contig_2323	5015	No terminal repeats	7	11	0.8972	NA	0	0.0000	NA	NA
contig_24558	8473	No terminal repeats	10	11	0.8972	NA	0	0.0000	NA	NA
contig_5381	6576	No terminal repeats	6	11	0.8970	NA	0	0.0000	NA	NA
contig_14811	4002	No terminal repeats	6	11	0.8963	NA	0	0.9948	NA	NA
contig_13491	14879	No terminal repeats	12	11	0.8963	NA	0	1.8585	NA	NA
contig_8318	3002	No terminal repeats	5	11	0.8961	NA	0	0.0000	NA	NA
contig_17865	6714	No terminal repeats	10	11	0.8961	NA	0	0.0000	NA	NA
contig_3584	6284	No terminal repeats	9	11	0.8959	NA	0	0.0000	NA	NA
contig_4180	4305	No terminal repeats	7	11	0.8958	NA	0	0.5217	NA	NA
contig_15237	9925	No terminal repeats	18	11	0.8955	NA	0	0.4550	NA	NA
contig_23192	14206	No terminal repeats	20	11	0.8952	NA	0	0.2734	NA	NA
contig_13205	13546	No terminal repeats	15	11	0.8952	NA	0	1.9919	NA	NA
contig_4976	10269	No terminal repeats	16	11	0.8952	NA	0	0.2416	NA	NA
contig_7055	17231	No terminal repeats	17	11	0.8949	NA	0	0.6345	NA	NA
contig_25572	6780	No terminal repeats	10	11	0.8949	NA	0	0.4851	NA	NA
contig_23565	4419	No terminal repeats	4	11	0.8945	NA	0	0.0000	NA	NA
contig_2428	5669	No terminal repeats	6	11	0.8943	NA	0	1.0313	NA	NA
contig_3071	6463	No terminal repeats	11	11	0.8939	NA	0	1.3546	NA	NF000402
contig_2442	7165	No terminal repeats	10	11	0.8935	NA	0	1.3530	NA	NA
contig_9001	4230	No terminal repeats	6	11	0.8935	NA	0	0.0000	NA	NA
contig_11272	3928	No terminal repeats	5	11	0.8934	NA	0	0.0000	NA	NA
contig_14947	7554	No terminal repeats	12	11	0.8933	NA	0	0.7562	NA	NA
contig_15001	5980	No terminal repeats	10	11	0.8929	NA	0	0.4613	NA	NA
contig_3384	11268	No terminal repeats	17	11	0.8928	NA	0	1.4549	NA	NA
contig_16616	4008	No terminal repeats	5	11	0.8926	NA	0	1.5307	NA	NA
contig_24574	7403	No terminal repeats	15	11	0.8925	NA	0	0.1077	NA	NA
contig_5536	3785	No terminal repeats	4	11	0.8925	NA	0	0.0000	NA	NA
contig_13887	4945	No terminal repeats	10	11	0.8923	NA	0	0.2810	NA	NA
contig_3194	2687	No terminal repeats	3	11	0.8921	NA	0	0.0000	NA	NA
contig_4003	2819	No terminal repeats	4	11	0.8920	NA	0	1.6329	NA	NA
contig_25677	32179	No terminal repeats	55	11	0.8920	NA	0	2.7135	NA	NA
contig_25919	21202	No terminal repeats	17	11	0.8919	NA	0	1.3848	NA	NA
contig_26007	16813	No terminal repeats	21	11	0.8917	NA	0	1.5093	NA	NA
contig_7863	4925	No terminal repeats	7	11	0.8917	NA	0	0.0000	NA	NA
contig_26072	26126	No terminal repeats	19	11	0.8911	NA	0	0.0000	NA	NA
contig_20916	6182	No terminal repeats	12	11	0.8909	NA	0	2.9242	NA	NA
contig_2127	13300	No terminal repeats	15	11	0.8908	NA	0	0.8517	NA	NA
contig_13567	2637	No terminal repeats	5	11	0.8908	NA	0	0.0000	NA	NA
contig_20095	6786	No terminal repeats	11	11	0.8906	NA	0	0.9180	NA	NA
contig_19478	8289	No terminal repeats	12	11	0.8904	NA	0	0.0000	NA	NA
contig_17180	16974	No terminal repeats	17	11	0.8904	NA	0	0.5893	NA	NA
contig_19183	8274	No terminal repeats	22	11	0.8899	NA	2	2.4751	NA	NA
contig_20208	3466	No terminal repeats	6	11	0.8898	NA	0	0.0000	NA	NA
contig_11990	4418	No terminal repeats	8	11	0.8897	NA	0	0.3739	NA	NA
contig_4877	4595	No terminal repeats	6	11	0.8893	NA	0	1.6500	NA	NA
contig_12313	4324	No terminal repeats	7	11	0.8893	NA	0	0.9094	NA	NF000261
contig_3967	10646	No terminal repeats	13	11	0.8890	NA	0	1.1394	NA	NA
contig_11904	9631	No terminal repeats	26	11	0.8890	NA	0	5.0397	NA	NA
contig_4452	5552	No terminal repeats	9	11	0.8890	NA	0	2.2296	NA	NA
contig_21059	2637	No terminal repeats	7	11	0.8889	NA	0	0.0000	NA	NA
contig_16694	10028	No terminal repeats	14	11	0.8889	NA	0	0.1637	NA	NA
contig_8740	12167	No terminal repeats	12	11	0.8889	NA	0	1.6491	NA	NA
contig_24702	7316	No terminal repeats	11	11	0.8887	NA	0	0.3210	NA	NA
contig_25205	5830	No terminal repeats	8	11	0.8883	NA	0	0.0000	NA	NA
contig_5625	8761	No terminal repeats	8	11	0.8883	NA	0	1.3878	NA	NA
contig_14052	7923	No terminal repeats	10	11	0.8882	NA	0	0.1378	NA	NA
contig_14624	11448	No terminal repeats	10	11	0.8881	NA	0	1.2690	NA	NA
contig_10076	6347	No terminal repeats	9	11	0.8879	NA	0	0.2308	NA	NA
contig_24858	2539	No terminal repeats	4	11	0.8878	NA	0	0.4244	NA	NA
contig_24455	4869	No terminal repeats	6	11	0.8871	NA	0	0.0000	NA	NA
contig_6407	3453	No terminal repeats	8	11	0.8866	NA	0	0.4627	NA	NA
contig_11654	7491	No terminal repeats	17	11	0.8866	NA	0	1.4063	NA	NA
contig_14403	30331	No terminal repeats	52	11	0.8865	NA	0	1.1248	NA	NA
contig_5219	3721	No terminal repeats	5	11	0.8864	NA	0	0.0000	NA	NA
contig_5767	13378	No terminal repeats	15	11	0.8863	NA	0	1.7100	NA	NA
contig_25477	9896	No terminal repeats	24	11	0.8862	NA	0	2.0644	NA	NA
contig_746	3292	No terminal repeats	8	11	0.8860	NA	0	2.0376	NA	NA
contig_10404	15791	No terminal repeats	10	11	0.8858	NA	0	1.1404	NA	NA
contig_25402	9817	No terminal repeats	12	11	0.8857	NA	0	0.7308	NA	NF000165;NF012176
contig_25750	5137	No terminal repeats	8	11	0.8854	NA	0	0.6023	NA	NA
contig_23604	4034	No terminal repeats	6	11	0.8854	NA	0	0.5970	NA	NA
contig_21638	5965	No terminal repeats	16	11	0.8845	NA	0	9.2394	NA	NA
contig_10703	3355	No terminal repeats	4	11	0.8843	NA	0	0.0000	NA	NA
contig_15631	9041	No terminal repeats	9	11	0.8843	NA	0	0.4385	NA	NA
contig_23081	6123	No terminal repeats	9	11	0.8843	NA	0	1.7183	NA	NA
contig_2456	9401	No terminal repeats	11	11	0.8838	NA	0	1.6500	NA	NA
contig_2481	8136	No terminal repeats	9	11	0.8834	NA	0	0.3582	NA	NA
contig_9497	5109	No terminal repeats	9	11	0.8833	NA	0	0.0000	NA	NA
contig_11610	12846	No terminal repeats	11	11	0.8833	NA	0	0.1601	NA	NF000402
contig_2218	3896	No terminal repeats	6	11	0.8832	NA	0	1.9252	NA	NA
contig_6325	10512	No terminal repeats	12	11	0.8832	NA	0	1.5198	NA	NF012174
contig_2691	11705	No terminal repeats	12	11	0.8829	NA	0	1.5008	NA	NF033156
contig_25791	5502	No terminal repeats	12	11	0.8828	NA	0	0.0000	NA	NA
contig_6547	13829	No terminal repeats	21	11	0.8823	NA	0	2.8099	NA	NA
contig_14589	6305	No terminal repeats	7	11	0.8823	NA	0	1.8360	NA	NA
contig_25407	5268	No terminal repeats	4	11	0.8821	NA	0	0.0000	NA	NA
contig_5469	4234	No terminal repeats	2	11	0.8821	NA	0	0.0000	NA	NA
contig_17266	3984	No terminal repeats	4	11	0.8820	NA	0	2.0122	NA	NA
contig_17046	3072	No terminal repeats	3	11	0.8820	NA	0	0.0000	NA	NA
contig_10963	4936	No terminal repeats	9	11	0.8819	NA	0	0.4248	NA	NA
contig_19725	8085	No terminal repeats	12	11	0.8816	NA	0	2.5119	NA	NA
contig_20997	5715	No terminal repeats	6	11	0.8815	NA	0	1.5042	NA	NA
contig_19653	3855	No terminal repeats	6	11	0.8813	NA	0	1.7183	NA	NA
contig_11671	3646	No terminal repeats	3	11	0.8812	NA	0	0.0000	NA	NA
contig_11957	2655	No terminal repeats	5	11	0.8812	NA	0	0.0000	NA	NA
contig_14912	3574	No terminal repeats	6	11	0.8809	NA	0	0.0000	NA	NA
contig_12321	8492	No terminal repeats	16	11	0.8808	NA	0	0.9718	NA	NA
contig_3142	3409	No terminal repeats	4	11	0.8808	NA	0	0.0000	NA	NA
contig_24098	8290	No terminal repeats	13	11	0.8805	NA	0	0.2916	NA	NA
contig_21064	4691	No terminal repeats	8	11	0.8805	NA	0	0.0000	NA	NA
contig_18608	8978	No terminal repeats	19	11	0.8804	NA	0	0.2260	NA	NF033085
contig_10226	2774	No terminal repeats	3	11	0.8802	NA	0	1.1762	NA	NA
contig_11453	9853	No terminal repeats	15	11	0.8797	NA	0	1.0485	NA	NA
contig_6887	2857	No terminal repeats	7	11	0.8795	NA	0	0.0000	NA	NA
contig_7125	3397	No terminal repeats	5	11	0.8793	NA	0	0.0000	NA	NA
contig_18544	6344	No terminal repeats	11	11	0.8793	NA	0	0.0000	NA	NA
contig_11494	14187	No terminal repeats	5	11	0.8793	NA	0	0.4381	NA	NA
contig_2711	16629	No terminal repeats	16	11	0.8792	NA	0	0.5235	NA	NA
contig_14561	4581	No terminal repeats	12	11	0.8792	NA	0	0.0000	NA	NA
contig_11114	3934	No terminal repeats	7	11	0.8791	NA	0	0.0000	NA	NA
contig_19001	4331	No terminal repeats	5	11	0.8790	NA	0	0.0000	NA	NA
contig_23495	6442	No terminal repeats	8	11	0.8782	NA	0	1.9049	NA	NA
contig_3484	12925	No terminal repeats	13	11	0.8782	NA	0	0.0000	NA	NA
contig_25446	5964	No terminal repeats	6	11	0.8781	NA	0	0.3398	NA	NA
contig_13809	26883	No terminal repeats	25	11	0.8781	NA	1	0.0881	NA	NA
contig_19026	3964	No terminal repeats	8	11	0.8780	NA	0	0.0000	NA	NA
contig_18012	15516	No terminal repeats	14	11	0.8780	NA	0	2.6135	NA	NA
contig_20300	4545	No terminal repeats	4	11	0.8780	NA	0	0.6829	NA	NA
contig_26041	2956	No terminal repeats	3	11	0.8778	NA	0	0.0000	NA	NA
contig_3162	2727	No terminal repeats	3	11	0.8777	NA	0	1.3213	NA	NA
contig_16398	4684	No terminal repeats	5	11	0.8774	NA	0	0.0000	NA	NA
contig_9564	5716	No terminal repeats	10	11	0.8774	NA	0	0.0000	NA	NA
contig_9750	7659	No terminal repeats	15	11	0.8773	NA	0	0.0000	NA	NA
contig_2455	2857	No terminal repeats	5	11	0.8772	NA	0	0.0000	NA	NA
contig_2172	6320	No terminal repeats	5	11	0.8770	NA	0	0.0000	NA	NA
contig_25222	9928	No terminal repeats	17	11	0.8766	NA	0	1.5432	NA	NA
contig_25642	11524	No terminal repeats	19	4	0.8764	NA	0	0.8783	NA	NA
contig_5442	3306	No terminal repeats	4	11	0.8763	NA	0	1.5559	NA	NA
contig_8757	7688	No terminal repeats	10	11	0.8762	NA	0	0.2465	NA	NA
contig_6933	15776	No terminal repeats	25	11	0.8761	NA	0	1.4147	NA	NA
contig_8466	11039	No terminal repeats	20	11	0.8761	NA	0	1.8763	NA	NA
contig_6984	2677	No terminal repeats	3	11	0.8760	NA	0	1.0622	NA	NA
contig_22855	4878	No terminal repeats	6	11	0.8759	NA	0	0.0000	NA	NA
contig_1963	10967	No terminal repeats	13	11	0.8753	NA	0	1.1799	NA	NA
contig_6487	14109	No terminal repeats	17	11	0.8753	NA	0	0.6458	NA	NA
contig_11709	3865	No terminal repeats	4	11	0.8752	NA	0	0.0000	NA	NA
contig_11649	8258	No terminal repeats	12	11	0.8752	NA	0	0.0000	NA	NA
contig_16604	3652	No terminal repeats	7	11	0.8749	NA	0	0.1742	NA	NA
contig_6081	2686	No terminal repeats	6	11	0.8746	NA	0	1.4585	NA	NA
contig_17481	7767	No terminal repeats	11	11	0.8746	NA	0	0.0000	NA	NA
contig_11027	28537	No terminal repeats	30	11	0.8745	NA	0	0.8170	NA	NF000261
contig_8710	2606	No terminal repeats	5	11	0.8745	NA	0	0.0000	NA	NA
contig_23934	12669	No terminal repeats	12	11	0.8744	NA	0	2.0742	NA	NA
contig_6088	5391	No terminal repeats	6	11	0.8737	NA	0	0.4299	NA	NA
contig_4041	7342	No terminal repeats	9	11	0.8736	NA	0	0.6637	NA	NA
contig_6420	9936	No terminal repeats	13	11	0.8734	NA	0	0.6684	NA	NA
contig_19562	3349	No terminal repeats	5	11	0.8733	NA	0	0.0000	NA	NA
contig_24660	9007	No terminal repeats	12	11	0.8727	NA	0	0.2316	NA	NA
contig_10897	3383	No terminal repeats	4	11	0.8727	NA	0	0.0000	NA	NA
contig_13224	3464	No terminal repeats	5	11	0.8725	NA	0	0.0000	NA	NA
contig_2980	50093	No terminal repeats	70	11	0.8722	NA	0	0.8553	NA	NA
contig_17887	7246	No terminal repeats	11	11	0.8721	NA	0	2.6695	NA	NA
contig_5351	5430	No terminal repeats	9	11	0.8718	NA	0	0.2554	NA	NA
contig_19744	3314	No terminal repeats	6	11	0.8717	NA	0	0.0000	NA	NA
contig_6306	13770	No terminal repeats	12	11	0.8717	NA	0	2.4588	NA	NA
contig_19918	4013	No terminal repeats	10	11	0.8717	NA	0	0.0000	NA	NA
contig_18196	4956	No terminal repeats	10	11	0.8716	NA	0	0.0000	NA	NA
contig_5014	10562	No terminal repeats	19	11	0.8714	NA	0	2.3923	NA	NA
contig_23757	12280	No terminal repeats	13	11	0.8712	NA	0	2.2613	NA	NA
contig_24507	6514	No terminal repeats	7	11	0.8711	NA	0	0.0000	NA	NA
contig_23211	6016	No terminal repeats	2	11	0.8709	NA	0	0.0000	NA	NA
contig_16108	20771	No terminal repeats	17	11	0.8709	NA	0	1.6482	NA	NA
contig_25649	6534	No terminal repeats	11	11	0.8706	NA	0	1.7129	NA	NA
contig_25667	11812	No terminal repeats	19	11	0.8705	NA	0	0.0000	NA	NA
contig_11906	7152	No terminal repeats	18	11	0.8704	NA	0	1.6799	NA	NA
contig_3554	7869	No terminal repeats	6	11	0.8703	NA	0	0.0000	NA	NA
contig_18510	4167	No terminal repeats	5	11	0.8703	NA	0	0.0000	NA	NA
contig_18348	4212	No terminal repeats	9	11	0.8702	NA	0	0.0000	NA	NA
contig_24893	14514	No terminal repeats	16	11	0.8701	NA	0	0.4942	NA	NA
contig_22138	6551	No terminal repeats	1	11	0.8700	NA	0	0.0000	NA	NA
contig_19771	5084	No terminal repeats	9	11	0.8695	NA	0	0.0000	NA	NA
contig_19426	3151	No terminal repeats	2	11	0.8694	NA	0	0.0000	NA	NA
contig_7083	6228	No terminal repeats	7	11	0.8691	NA	0	0.0000	NA	NA
contig_4946	18054	No terminal repeats	24	11	0.8690	NA	0	0.6132	NA	NA
contig_12484	3935	No terminal repeats	3	11	0.8689	NA	0	0.0000	NA	NA
contig_23587	4639	No terminal repeats	6	11	0.8689	NA	0	1.2213	NA	NA
contig_19690	5507	No terminal repeats	8	11	0.8689	NA	0	0.0000	NA	NA
contig_4764	2712	No terminal repeats	3	11	0.8685	NA	0	0.0000	NA	NA
contig_22216	2771	No terminal repeats	5	11	0.8684	NA	0	0.0000	NA	NA
contig_2989	2514	No terminal repeats	3	11	0.8681	NA	0	0.0000	NA	NA
contig_15425	5079	No terminal repeats	9	11	0.8681	NA	0	0.0000	NA	NA
contig_10035	2622	No terminal repeats	3	11	0.8680	NA	0	1.4376	NA	NA
contig_9822	3670	No terminal repeats	7	11	0.8678	NA	0	0.8451	NA	NA
contig_3220	2576	No terminal repeats	2	11	0.8677	NA	0	0.0000	NA	NA
contig_10746	7011	No terminal repeats	9	4	0.8676	NA	0	0.0000	NA	NA
