gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	locus_tag
phage_comp_24_cycle_1_CDS_0034	11644	11880	+	phage_comp_24_cycle_1	-341.34406514991906	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0034
phage_comp_24_cycle_1_CDS_0035	12013	12312	+	phage_comp_24_cycle_1	-2646.7656587153724	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0035
phage_comp_24_cycle_1_CDS_0036	12315	12773	+	phage_comp_24_cycle_1	-21151.64698376184	954	264.0	0.845	3.536e-83	p9285 VI_06867	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0036
phage_comp_24_cycle_1_CDS_0037	12773	13120	+	phage_comp_24_cycle_1	-180.4979217925564	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0037
phage_comp_24_cycle_1_CDS_0038	13113	13328	+	phage_comp_24_cycle_1	-155.81678709088072	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0038
phage_comp_24_cycle_1_CDS_0039	13328	13882	+	phage_comp_24_cycle_1	-93777.32295038718	1992	96.0	0.331	1.8209999999999998e-24	p247154 VI_04561	PHANOTATE	CDS	#838383	MazG-like pyrophosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0039
phage_comp_24_cycle_1_CDS_0040	13863	14570	+	phage_comp_24_cycle_1	-3707114.9537166688	130	85.0	0.487	1.199e-19	p51442 VI_03026	PHANOTATE	CDS	#a861e3	anti-repressor Ant	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0040
phage_comp_24_cycle_1_CDS_0041	14557	14937	+	phage_comp_24_cycle_1	-886.4680669747517	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0041
phage_comp_24_cycle_1_CDS_0042	14939	15058	+	phage_comp_24_cycle_1	-16.91642716066448	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0042
phage_comp_24_cycle_1_CDS_0043	15156	15368	+	phage_comp_24_cycle_1	-64.40025075727203	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0043
phage_comp_24_cycle_1_CDS_0044	15365	15604	+	phage_comp_24_cycle_1	-148.08522654364893	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0044
phage_comp_24_cycle_1_CDS_0045	15807	16226	+	phage_comp_24_cycle_1	-219.49252368576032	36	60.0	0.283	2.931e-12	p23176 VI_04007	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0045
phage_comp_24_cycle_1_CDS_0046	16227	16349	+	phage_comp_24_cycle_1	-17.18961429383665	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0046
phage_comp_24_cycle_1_CDS_0047	16346	16486	+	phage_comp_24_cycle_1	-15.060792777319167	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0047
phage_comp_24_cycle_1_CDS_0048	16490	16765	+	phage_comp_24_cycle_1	-1990.5784296942772	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0048
phage_comp_24_cycle_1_CDS_0049	16819	17028	+	phage_comp_24_cycle_1	-1.7991725368224816	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0049
phage_comp_24_cycle_1_CDS_0050	17093	17197	+	phage_comp_24_cycle_1	-4.428513662692813	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0050
phage_comp_24_cycle_1_CDS_0051	17302	17682	+	phage_comp_24_cycle_1	-212.91531124392657	144	97.0	0.466	1.125e-25	p226223 VI_00940	PHANOTATE	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0051
phage_comp_24_cycle_1_CDS_0052	17882	18214	+	phage_comp_24_cycle_1	-387.393993811722	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0052
phage_comp_24_cycle_1_CDS_0053	18474	18226	-	phage_comp_24_cycle_1	-1.140020019806179	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0053
phage_comp_24_cycle_1_CDS_0054	18843	18751	-	phage_comp_24_cycle_1	-0.0695298804657696	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0054
phage_comp_24_cycle_1_CDS_0055	19152	19000	-	phage_comp_24_cycle_1	-3.0635721044968385	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0055
phage_comp_24_cycle_1_CDS_0056	19206	19343	+	phage_comp_24_cycle_1	-0.1485027252981414	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0056
phage_comp_24_cycle_1_CDS_0057	19349	19453	+	phage_comp_24_cycle_1	-0.0640658099757488	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0057
phage_comp_24_cycle_1_CDS_0058	19990	19472	-	phage_comp_24_cycle_1	-8474.491950376065	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0058
phage_comp_24_cycle_1_CDS_0059	20232	19972	-	phage_comp_24_cycle_1	-17.132739202938563	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0059
phage_comp_24_cycle_1_CDS_0060	20607	20317	-	phage_comp_24_cycle_1	-56.77781628249698	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0060
phage_comp_24_cycle_1_CDS_0061	20774	20667	-	phage_comp_24_cycle_1	-0.1736376505827459	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0061
phage_comp_24_cycle_1_CDS_0062	21041	20871	-	phage_comp_24_cycle_1	-18.72993147271955	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0062
phage_comp_24_cycle_1_CDS_0063	21267	21022	-	phage_comp_24_cycle_1	-123.73603516952132	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0063
phage_comp_24_cycle_1_CDS_0064	21563	21399	-	phage_comp_24_cycle_1	-2.1247971674288944	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0064
phage_comp_24_cycle_1_CDS_0065	21565	21684	+	phage_comp_24_cycle_1	-1.321667848823465	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0065
phage_comp_24_cycle_1_CDS_0066	21745	22209	+	phage_comp_24_cycle_1	-3425.2153455586654	83	69.0	0.284	1.821e-15	p403642 VI_03420	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0066
phage_comp_24_cycle_1_CDS_0067	22251	23927	+	phage_comp_24_cycle_1	-1341759593373.499	2699	187.0	0.344	6.101e-53	p400353 VI_01755	PHANOTATE	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0067
phage_comp_24_cycle_1_CDS_0068	23938	24114	+	phage_comp_24_cycle_1	-93.45097054175825	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0068
phage_comp_24_cycle_1_CDS_0069	24119	25405	+	phage_comp_24_cycle_1	-3207430309.9364457	12	269.0	0.421	3.958e-80	p213127 VI_06558	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0069
phage_comp_24_cycle_1_CDS_0070	25380	26015	+	phage_comp_24_cycle_1	-479054.1298654981	80	136.0	0.431	5.04e-38	MF678788_p6	PHANOTATE	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0070
phage_comp_24_cycle_1_CDS_0071	26059	27270	+	phage_comp_24_cycle_1	-2521869945.103864	10	83.0	0.216	3.13e-18	p205037 VI_04338	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0071
phage_comp_24_cycle_1_CDS_0072	27287	27646	+	phage_comp_24_cycle_1	-1646.2229401339941	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0072
phage_comp_24_cycle_1_CDS_0073	27627	27977	+	phage_comp_24_cycle_1	-1173.4409807845277	25	48.0	0.287	6.163e-09	p259995 VI_06031	PHANOTATE	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0073
phage_comp_24_cycle_1_CDS_0074	27977	28396	+	phage_comp_24_cycle_1	-73.7771956444833	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0074
phage_comp_24_cycle_1_CDS_0075	28393	28884	+	phage_comp_24_cycle_1	-13317.693222947615	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0075
phage_comp_24_cycle_1_CDS_0076	28917	29531	+	phage_comp_24_cycle_1	-266642.6280425676	88	71.0	0.261	7.063e-15	p59492 VI_05469	PHANOTATE	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0076
phage_comp_24_cycle_1_CDS_0077	29655	30053	+	phage_comp_24_cycle_1	-7509.532305317237	187	44.0	0.302	1.761e-07	p120463 VI_00896	PHANOTATE	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0077
phage_comp_24_cycle_1_CDS_0078	30092	30211	+	phage_comp_24_cycle_1	-9.662261809395472	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0078
phage_comp_24_cycle_1_CDS_0079	30234	31169	+	phage_comp_24_cycle_1	-188853.19014733736	1293	76.0	0.215	5.413e-15	p160953 VI_04898	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0079
phage_comp_24_cycle_1_CDS_0080	31261	32412	+	phage_comp_24_cycle_1	-5594301.314989215	1293	105.0	0.253	5.9249999999999996e-24	p160953 VI_04898	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0080
phage_comp_24_cycle_1_CDS_0081	32318	33304	+	phage_comp_24_cycle_1	-62143747.708293885	1293	57.0	0.21	1.686e-09	p160953 VI_04898	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0081
phage_comp_24_cycle_1_CDS_0082	33423	33608	+	phage_comp_24_cycle_1	-20.24004643563641	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0082
phage_comp_24_cycle_1_CDS_0083	33620	33712	+	phage_comp_24_cycle_1	-1.7698796330453612	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0083
phage_comp_24_cycle_1_CDS_0084	33834	34415	+	phage_comp_24_cycle_1	-61.57979257154951	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0084
phage_comp_24_cycle_1_CDS_0085	34421	34588	+	phage_comp_24_cycle_1	-15.177445914543217	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0085
phage_comp_24_cycle_1_CDS_0086	34590	35039	+	phage_comp_24_cycle_1	-102.38338472444605	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0086
phage_comp_24_cycle_1_CDS_0087	35089	35361	+	phage_comp_24_cycle_1	-1.3993334584703665	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0087
phage_comp_24_cycle_1_CDS_0088	35361	35798	+	phage_comp_24_cycle_1	-657.6955497104456	1067	47.0	0.269	1.75e-06	p334283 VI_04420	PHANOTATE	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0088
phage_comp_24_cycle_1_CDS_0089	35842	37482	+	phage_comp_24_cycle_1	-4491599137251.215	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0089
phage_comp_24_cycle_1_CDS_0090	37484	38818	+	phage_comp_24_cycle_1	-3894745.398883696	19961	43.0	0.271	8.08e-06	p321354 VI_06335	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0090
phage_comp_24_cycle_1_CDS_0091	38831	40051	+	phage_comp_24_cycle_1	-6235824.96458796	19445	55.0	0.476	8.779e-09	JF731128_p38	PHANOTATE	CDS	#3e83f6	tail tip protein Tal	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0091
phage_comp_24_cycle_1_CDS_0092	40076	40288	+	phage_comp_24_cycle_1	-896.0125084090381	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0092
phage_comp_24_cycle_1_CDS_0093	40239	40775	+	phage_comp_24_cycle_1	-184787.40224853583	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0093
phage_comp_24_cycle_1_CDS_0094	40759	41022	+	phage_comp_24_cycle_1	-89.96190874743462	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0094
phage_comp_24_cycle_1_CDS_0095	41082	41363	+	phage_comp_24_cycle_1	-351.253883646108	1296	78.0	0.506	1.225e-19	NC_012884_p17	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0095
phage_comp_24_cycle_1_CDS_0096	41376	41660	+	phage_comp_24_cycle_1	-263.68272487656543	33625	79.0	0.616	1.377e-20	p315477 VI_05290	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0096
phage_comp_24_cycle_1_CDS_0097	41678	43270	+	phage_comp_24_cycle_1	-144981688.83474776	3861	135.0	0.477	8.982e-35	p214236 VI_00869	PHANOTATE	CDS	#f35f49	amidase	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0097
phage_comp_24_cycle_1_CDS_0098	43544	43696	+	phage_comp_24_cycle_1	-40.79673163183618	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0098
phage_comp_24_cycle_1_CDS_0099	43668	43958	+	phage_comp_24_cycle_1	-823.7649166861468	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_24_cycle_1_CDS_0099
phage_comp_26_cycle_1_CDS_0001	3	173	+	phage_comp_26_cycle_1	-9.17770935322516	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0001
phage_comp_26_cycle_1_CDS_0002	272	472	+	phage_comp_26_cycle_1	-184.34143699713317	7234	80.0	0.644	3.325e-21	p214752 VI_00062	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0002
phage_comp_26_cycle_1_CDS_0003	465	809	+	phage_comp_26_cycle_1	-1310.1978757541335	408	83.0	0.41	2.166e-21	p272680 VI_04059	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0003
phage_comp_26_cycle_1_CDS_0004	861	1958	+	phage_comp_26_cycle_1	-16597914.143063232	69	205.0	0.42	4.934e-59	NC_019519_p21	PHANOTATE	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0004
phage_comp_26_cycle_1_CDS_0005	1948	2196	+	phage_comp_26_cycle_1	-162.9368747929252	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0005
phage_comp_26_cycle_1_CDS_0006	2274	2486	+	phage_comp_26_cycle_1	-205.6031225960898	112	51.0	0.628	3.572e-09	MF768469_p20	PHANOTATE	CDS	#ffdf59	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0006
phage_comp_26_cycle_1_CDS_0007	2498	2641	+	phage_comp_26_cycle_1	-170.54164556031597	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0007
phage_comp_26_cycle_1_CDS_0008	2628	2741	+	phage_comp_26_cycle_1	-17.432759066888863	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0008
phage_comp_26_cycle_1_CDS_0009	2738	3142	+	phage_comp_26_cycle_1	-911.9336814490962	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0009
phage_comp_26_cycle_1_CDS_0010	3217	4551	+	phage_comp_26_cycle_1	-214080037105.6312	10285	225.0	0.445	5.618999999999999e-66	p32374 VI_00731	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0010
phage_comp_26_cycle_1_CDS_0011	4536	4679	+	phage_comp_26_cycle_1	-10.52199674645998	7766	53.0	0.547	1.036e-09	NC_016763_p5	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0011
phage_comp_26_cycle_1_CDS_0012	4785	5162	+	phage_comp_26_cycle_1	-682.9315691751002	355	74.0	0.366	4.863e-18	KY250482_p69	PHANOTATE	CDS	#ffdf59	nucleoside 2-deoxyribosyltransferase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0012
phage_comp_26_cycle_1_CDS_0013	5155	7395	+	phage_comp_26_cycle_1	-2.4657779772552986e+18	1883	1170.0	0.763	0.0	p89953 VI_04942	PHANOTATE	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_26_cycle_1_CDS_0013
